;Numer.......................................wpisu;Imiê.i.nazwisko.lub.nazwa.inwestora;Data.wpisu;Adres;Rodzaj;opis;typ;Data.wniosku;Nr...............wniosku;Nr...............decyzji;Data.decyzji;Rok.wniosku;Miesi¹c.wniosku;data;Czas.rozpatrzenia;lon;lat
4001;853;;2010-04-15;Zieliñskiego Tadeusza 59 A-C;bud.o trzech i wiêcej mieszkaniach;rozbudowa podcieni  w budynku na cele mieszkalne;rozbudowa;2010-02-08;paŸ-92;paŸ-61;2010-04-15;2010;2;2010-02-01;49;17,018919;51,0981759
4002;854;;2010-04-15;Marszowicka 97;bud.mieszkalne jednorodzinne;umorzenie post.;nowe;2010-02-18;paŸ-12;paŸ-97;2010-04-15;2010;2;2010-02-01;41;16,87697;51,160033
4003;855;;2010-04-15;Dworcowa 2;bud.o trzech i wiêcej mieszkaniach;remont klatki schodowej,dachu i elewacji i czêœci wspóln;przebudowa;2010-01-26;paŸ-20;726/10;2010-04-15;2010;1;2010-01-01;58;17,040269;51,1029933
4004;856;;2010-04-15;Bezpieczna 69-75;bud.o trzech i wiêcej mieszkaniach;remont balkonów w budynku wielorodzinnym;przebudowa;2010-03-18;paŸ-92;727/10;2010-04-15;2010;3;2010-03-01;21;17,020635;51,139398
4005;857;;2010-04-15;Motylkowa;bud.mieszkalne jednorodzinne;budowa budynku mieszkal.jednorodz.;nowe;2010-02-18;paŸ-43;728/10;2010-04-15;2010;2;2010-02-01;41;17,0242835;51,0615798
4006;858;;2010-04-15;Jaracza Stefana 68;bud.o trzech i wiêcej mieszkaniach;przebudowa czêœci korytarza klatki schod.w bud.wielorodz.;przebudowa;2010-02-17;paŸ-96;729/10;2010-04-15;2010;2;2010-02-01;42;17,0580929;51,1261023
4007;859;;2010-04-15;Miñska;linie elektroener.i telekom.rozdzielcz.;odcinka linii kablowej œr/n 20kv;przebudowa;2010-03-15;paŸ-14;730/10;2010-04-15;2010;3;2010-03-01;24;16,9456402;51,1031081
4008;860;;2010-04-15;Kapitulna 4;bud.kultu religijnego i czynnoœci religijnych;remont elewacji  i dobudowa pochylni;remont;2010-02-26;paŸ-07;731/10;2010-04-15;2010;2;2010-02-01;35;17,0461541;51,1150204
4009;861;;2010-04-15;Monte Cassino 63 ;bud.o trzech i wiêcej mieszkaniach;rozbudowa wewnêtrznej instalacji gazowej wraz  z budow¹ inst co;inst.wewnêtrzna;2010-03-03;paŸ-12;732/10;2010-04-15;2010;3;2010-03-01;32;17,106405;51,1075639
4010;862;;2010-04-15;Barlickiego Norberta 37;bud.o trzech i wiêcej mieszkaniach;przebudowa wewn.inst gazowej w lokalu miesz;inst.wewnêtrzna;2010-03-17;paŸ-61;733/10;2010-04-15;2010;3;2010-03-01;22;17,0513773;51,1237543
4011;863;;2010-04-16;Marszowicka 103;bud.mieszkalne jednorodzinne;umorzenie post.;nowe;2010-02-22;paŸ-31;paŸ-98;2010-04-16;2010;2;2010-02-01;40;16,876686;51,1592863
4012;864;;2010-04-16;Marszowicka 111;bud.o dwóch mieszkaniach;umarzam postêpowanie administracyjne;nowe;2010-02-24;paŸ-85;100/10;2010-04-16;2010;2;2010-02-01;38;16,876186;51,1582549
4013;865;;2010-04-16;Marszowicka 101;bud.mieszkalne jednorodzinne;umarzam postêpowanie administracyjne-budynekjednorodzinny;nowe;2010-02-26;paŸ-99;101/10;2010-04-16;2010;2;2010-02-01;36;16,87678;51,159522
4014;866;;2010-04-16;Strzegomska;bud.kultury fizycznej;umorzenie post.;nowe;2010-03-19;paŸ-04;103/10;2010-04-16;2010;3;2010-03-01;21;16,9779648;51,1141757
4015;867;;2010-04-16;Jubilerska;bud.mieszkalne jednorodzinne;umarzam jako bezprzedmiotowe-budynekjednorodzinny;nowe;2010-02-09;paŸ-06;104/10;2010-04-16;2010;2;2010-02-01;49;17,0174371;51,1749769
4016;868;;2010-04-16;Kraiñskiego Wincentego Ks. 14;bud.handlowo-uslugowe;umarzam jako bezprzedmiotowe-przebudowa baszty;remont;2010-02-19;paŸ-67;105/10;2010-04-16;2010;2;2010-02-01;41;17,040689;51,112025
4017;869;;2010-04-16;Bia³ych Go¿dzików 14;bud.mieszkalne jednorodzinne;umarzam jako bezprzedmiotowe;przebudowa;2010-02-12;paŸ-44;106/10;2010-04-16;2010;2;2010-02-01;46;17,103649;51,1581539
4018;870;;2010-04-16;Orzeszkowej Elizy 48;bud.o trzech i wiêcej mieszkaniach;przebudowa poddasza w celu przy³.do bud.lokalu mieszkal.;przebudowa;2010-03-12;paŸ-97;734/10;2010-04-16;2010;3;2010-03-01;26;17,0525125;51,1240365
4019;871;;2010-04-16;Moœcickiego Ignacego 43;bud.o trzech i wiêcej mieszkaniach;monta¿ wew.instal.gaz.w lokalu mieszkal.;inst.wewnêtrzna;2010-04-01;10903/10;735/10;2010-04-16;2010;4;2010-04-01;12;17,0849702;51,0623972
