"";"Numer.......................................wpisu";"Imiê.i.nazwisko.lub.nazwa.inwestora";"Data.wpisu";"Adres";"Rodzaj";"opis";"typ";"Data.wniosku";"Nr...............wniosku";"Nr...............decyzji";"Data.decyzji";"Rok.wniosku";"Miesi¹c.wniosku";"data";"Czas.rozpatrzenia";"lon";"lat"
"8751";2218;"";"2011-09-06";"Ofiar Oœwiêcimskich 38/40";"bud.biurowe";"remont elewacji budynku bzwbk";"remont";"2011-07-27";"25837/11";"lis-22";"2011-09-06";2011;7;"2011-07-01";30;17,035328;51,10783
"8752";2219;"";"2011-09-06";"Ofiar Oœwiêcimskich 17";"bud.o trzech i wiêcej mieszkaniach";"przebudowa iremont elewacji kamienicy";"przebudowa";"2011-07-27";"25831/11";"lis-23";"2011-09-06";2011;7;"2011-07-01";30;17,031682;51,1084059
"8753";2220;"";"2011-09-06";"Samotna 35";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego jednorodzinnego ";"nowe";"2011-06-30";"22282/11";"lis-25";"2011-09-06";2011;6;"2011-06-01";49;16,897692;51,159876
"8754";2221;"";"2011-09-06";"¯eromskiego Stefana 27";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wew.instalacji gazu";"inst.wewnêtrzna";"2011-07-12";"23615/11";"lis-26";"2011-09-06";2011;7;"2011-07-01";41;17,0475741;51,1220044
"8755";2222;"";"2011-09-06";"Orzeszkowej Elizy 86";"bud.o trzech i wiêcej mieszkaniach";"rozbudowa wewnêtrznej instalacji gazowej w lokalu mieszkalnym";"inst.wewnêtrzna";"2011-07-29";"26226/11";"lis-27";"2011-09-06";2011;7;"2011-07-01";28;17,0572602;51,1215089
"8756";2223;"";"2011-09-06";"Kordeckiego Augustyna Ks. 6";"bud.mieszkalne jednorodzinne";"budowa przy³¹cza nc do szfki gazowej w linii ogrodzenia dla potrzeb ";"przy³¹cze";"2011-07-08";"23367/11";"lis-28";"2011-09-06";2011;7;"2011-07-01";43;16,9269622;51,1196949
"8757";2224;"";"2011-09-06";"Ksiêcia Witolda 3A";"elektrownie";"iluminacja budynku";" ÿÿ";"2011-08-16";"28157/11";"lis-30";"2011-09-06";2011;8;"2011-08-01";16;17,0313307;51,1147122
"8758";2225;"";"2011-09-06";"Wyspiañskiego Stan.Wyb. 9";"bud.o trzech i wiêcej mieszkaniach";"przebudowa wew.instalacji gazu";"inst.wewnêtrzna";"2011-07-13";"23803/11";"lis-31";"2011-09-06";2011;7;"2011-07-01";40;17,0385376;51,1078852
"8759";2226;"";"2011-09-06";"Bajana Jerzego 14-24";"bud.o trzech i wiêcej mieszkaniach";"remont budynku wielorodz.";"remont";"2011-08-09";"27466/11";"lis-32";"2011-09-06";2011;8;"2011-08-01";21;16,9655801;51,1282784
"8760";2227;"";"2011-09-06";"Ledóchowskiego Mieczys³awa Kard. 7";"bud.o trzech i wiêcej mieszkaniach";"budowa wewnetrznej instalacji gazu w lokalu mieszkalnym";"inst.wewnêtrzna";"2011-08-11";"27760/11";"lis-34";"2011-09-06";2011;8;"2011-08-01";19;17,0487132;51,1204063
"8761";2228;"";"2011-09-06";"Czarnieckiego Stefana 27";"bud.o trzech i wiêcej mieszkaniach";"rozbudowa wewnêtrznej instalacji gazowej w lokalu mieszkalnym ";"inst.wewnêtrzna";"2011-07-27";"25857/11";"lis-37";"2011-09-06";2011;7;"2011-07-01";30;17,0065823;51,1160364
"8762";2229;"";"2011-09-06";"Rad³owa";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego jednorodzinnego";"nowe";"2011-07-08";"23399/11";"lis-38";"2011-09-06";2011;7;"2011-07-01";43;17,0359814;51,0684491
"8763";2230;"";"2011-09-06";"Sukiennice 3/4";"bud.o trzech i wiêcej mieszkaniach";"przebudowa lokalu us³ugowego na lokal gastronomiczny";"przebudowa";"2011-07-07";"23069/11";"lis-40";"2011-09-06";2011;7;"2011-07-01";44;17,032311;51,1099395
"8764";2231;"";"2011-09-06";"Tomaszowska 8";"bud.o trzech i wiêcej mieszkaniach";"przebudowa pom.       poddasza kamienicy ";"przebudowa";"2011-05-25";"17361/11";"lis-41";"2011-09-06";2011;5;"2011-05-01";75;17,039193;51,090252
"8765";2232;"";"2011-09-07";"Do¿ynkowa 6";"bud.mieszkalne jednorodzinne";"przebudowa budynku mieszkalnego i rozbudowa o schody";"przebudowa";"2011-06-21";"21056/11";"lis-43";"2011-09-07";2011;6;"2011-06-01";57;16,9826279;51,065694
"8766";2233;"";"2011-09-07";"Strachociñska 155-157";"bud.szkó³ i instytucji badawczych";"budowa aktywnego systemu bezpieczeñstwa gazu w zespole szkolno-przedszkolnym";"inst.wewnêtrzna";"2011-07-08";"23369/11";"lis-44";"2011-09-07";2011;7;"2011-07-01";44;17,154529;51,103032
"8767";2234;"";"2011-09-07";"Ekspresowa";"ruroci¹gi gazu sieci rozdzielczej";"budowa odcinka sieci gazowej œr/c oraz przy³¹cza gazu œr/c ";"nowe";"2011-07-08";"23361/11";"lis-47";"2011-09-07";2011;7;"2011-07-01";44;17,0621135;51,0627827
